order_id,item_id,quantity,unit_price
1148,48,2,505
1149,52,1,259
1150,86,1,429
1150,85,1,136
1151,47,3,138
1151,48,3,505
1152,8,3,144
1152,7,1,182
1153,89,1,510
1153,90,3,159
1154,120,3,304
1154,119,3,133
1155,109,2,297
1156,91,1,307
1156,92,1,323
1157,2,3,251
1158,112,1,268
1158,111,3,397
1159,22,2,154
1159,21,3,304
1160,120,2,304
1161,47,2,138
1162,79,3,193
1162,80,1,431
1163,84,1,305
1164,15,3,193
1165,53,3,343
1166,114,1,483
1166,113,2,484
1167,46,1,537
1167,45,2,323
1168,29,3,495
1169,96,1,215
1170,27,1,523
1170,28,2,154
1171,77,1,382
1172,83,1,307
1172,84,1,305
1173,51,2,289
1174,21,1,304
1174,22,2,154
1175,96,2,215
1176,36,1,545
1176,35,3,209
1177,64,3,284
1178,33,3,142
1178,34,3,300
1179,94,1,247
1180,118,3,191
1181,102,2,266
1181,101,3,433
1182,120,1,304
1183,82,3,154
1184,61,1,428
1184,62,3,541
1185,47,3,138
1185,48,2,505
1186,117,2,525
1186,118,3,191
1187,44,2,281
1188,68,3,428
1189,116,1,234
1189,115,2,380
1190,76,3,446
1190,75,3,463
1191,118,2,191
1191,117,3,525
1192,91,3,307
1192,92,1,323
1193,79,2,193
1193,80,1,431
1194,48,1,505
1195,24,2,142
1195,23,2,360
1196,44,3,281
1196,43,1,141
1197,94,1,247
1197,93,3,262
1198,81,3,184
1199,32,2,507
1199,31,1,496
1200,72,1,492
1200,71,3,141
1201,112,2,268
1202,117,3,525
1203,7,3,182
1203,8,2,144
1204,100,1,253
1204,99,3,516
1205,115,1,380
1206,110,2,483
1207,93,2,262
1207,94,2,247
1208,20,3,215
1209,104,1,189
1210,92,2,323
1210,91,2,307
1211,44,3,281
1212,100,3,253
1213,96,2,215
1213,95,1,496
1214,36,2,545
1214,35,1,209
1215,113,3,484
1216,93,1,262
1217,4,2,492
1218,20,1,215
1219,15,3,193
1219,16,3,269
1220,63,1,270
1220,64,1,284
1221,36,1,545
1222,105,3,208
1222,106,1,485
1223,54,3,324
1224,99,3,516
1225,90,2,159
1225,89,2,510
1226,67,1,348
1226,68,2,428
1227,108,2,469
1227,107,3,534
1228,88,1,309
1229,35,3,209
1229,36,3,545
1230,33,3,142
1231,84,1,305
1231,83,2,307
1232,43,1,141
1232,44,2,281
1233,8,3,144
1234,47,2,138
1235,65,1,287
1236,48,1,505
1236,47,3,138
1237,92,1,323
1237,91,2,307
1238,51,2,289
1239,66,2,458
1240,25,3,249
1240,26,2,502
1241,62,3,541
1241,61,1,428
1242,68,2,428
1243,51,1,289
1243,52,1,259
1244,117,1,525
1244,118,3,191
1245,9,3,447
1246,44,3,281
1247,6,1,267
1247,5,2,517
1248,5,3,517
1248,6,1,267
1249,23,1,360
1250,47,3,138
1251,96,2,215
1252,77,3,382
1253,67,3,348
1254,26,2,502
1255,114,1,483
1256,40,1,486
1256,39,1,152
1257,106,1,485
1257,105,1,208
1258,38,3,443
1258,37,3,365
1259,51,2,289
1260,93,1,262
1261,65,1,287
1262,92,1,323
1263,89,2,510
1263,90,3,159
1264,56,1,215
1265,44,1,281
1266,92,1,323
1267,109,3,297
1268,39,1,152
1269,67,2,348
1270,44,2,281
1271,54,3,324
1272,77,2,382
1273,50,2,519
1274,43,1,141
1274,44,1,281
1275,26,3,502
1275,25,2,249
1276,105,1,208
1276,106,2,485
1277,48,1,505
1277,47,3,138
1278,93,3,262
1278,94,2,247
1279,118,2,191
1279,117,3,525
1280,45,1,323
1281,118,3,191
1281,117,3,525
1282,67,1,348
1282,68,2,428
1283,23,1,360
1284,1,1,129
1284,2,2,251
1285,110,2,483
1286,47,1,138
1286,48,2,505
1287,69,3,473
1288,116,3,234
1289,54,2,324
1289,53,3,343
1290,87,2,350
1291,119,3,133
1291,120,3,304
1292,79,1,193
1292,80,1,431
1293,39,1,152
1293,40,2,486
1294,79,3,193
1294,80,3,431
1295,61,1,428
1296,89,1,510
1296,90,2,159
1297,55,2,293
1298,96,3,215
1299,114,2,483
1299,113,2,484
1300,69,1,473
1301,101,1,433
1302,117,3,525
1303,44,1,281
1304,22,3,154
1304,21,3,304
1305,75,3,463
1306,78,3,530
1307,67,2,348
1308,21,2,304
1309,51,1,289
1309,52,2,259
1310,34,3,300
1310,33,3,142
1311,17,3,434
1312,25,1,249
1313,34,2,300
1313,33,2,142
1314,20,3,215
1314,19,2,333
1315,2,2,251
1316,8,2,144
1316,7,2,182
1317,109,2,297
1317,110,2,483
1318,52,3,259
1318,51,2,289
1319,94,3,247
1320,120,2,304
1321,115,3,380
1321,116,1,234
1322,115,1,380
1323,117,3,525
1323,118,3,191
1324,68,2,428
1324,67,1,348
1325,53,1,343
1326,109,1,297
1326,110,3,483
1327,93,1,262
1328,55,1,293
1328,56,1,215
1329,44,1,281
1329,43,3,141
1330,54,2,324
1331,43,1,141
1331,44,3,281
1332,37,1,365
1333,110,2,483
1333,109,1,297
1334,73,1,342
1334,74,2,260
1335,6,3,267
1336,104,3,189
1337,69,3,473
1337,70,3,347
1338,78,1,530
1339,26,3,502
1339,25,2,249
1340,17,1,434
1341,93,2,262
1342,64,3,284
1342,63,2,270
1343,13,1,394
1343,14,2,128
1344,11,3,176
1344,12,3,548
1345,102,2,266
1345,101,2,433
1346,94,2,247
1347,118,2,191
1347,117,1,525
1348,7,3,182
1349,52,1,259
1349,51,2,289
1350,113,2,484
1351,109,1,297
1352,45,1,323
1353,100,1,253
1353,99,1,516
1354,109,2,297
1355,80,3,431
1355,79,2,193
1356,41,1,270
1357,64,1,284
1357,63,2,270
1358,77,3,382
1359,19,1,333
1360,106,3,485
1361,63,1,270
1361,64,2,284
1362,8,3,144
1363,78,3,530
1364,47,3,138
1365,52,2,259
1365,51,1,289
1366,101,3,433
1367,93,2,262
1367,94,3,247
1368,39,2,152
1368,40,2,486
1369,108,3,469
1369,107,3,534
1370,113,3,484
1370,114,3,483
1371,94,1,247
1371,93,3,262
1372,63,3,270
1372,64,3,284
1373,30,1,456
1374,48,3,505
1374,47,3,138
1375,13,2,394
1376,54,1,324
1376,53,1,343
1377,2,3,251
1378,68,3,428
1378,67,1,348
1379,3,3,400
1380,11,2,176
1380,12,2,548
1381,117,1,525
1381,118,1,191
1382,91,1,307
1383,8,3,144
1383,7,2,182
1384,53,2,343
1384,54,2,324
1385,13,3,394
1386,74,1,260
1386,73,3,342
1387,41,2,270
1387,42,1,223
1388,15,1,193
1388,16,2,269
1389,109,2,297
1389,110,3,483
1390,17,3,434
1391,112,1,268
1392,7,2,182
1393,116,1,234
1393,115,2,380
1394,74,1,260
1395,10,3,526
1395,9,3,447
1396,106,1,485
1397,94,3,247
1397,93,3,262
1398,91,3,307
1398,92,1,323
1399,80,1,431
1400,101,1,433
1400,102,2,266
1401,100,1,253
1401,99,3,516
1402,89,2,510
1403,16,3,269
1404,79,3,193
1405,11,3,176
1405,12,2,548
1406,96,1,215
1407,34,1,300
1408,53,3,343
1409,67,3,348
1410,77,2,382
1411,97,3,318
1412,67,1,348
1412,68,1,428
1413,110,1,483
1414,99,2,516
1414,100,1,253
1415,48,1,505
1416,98,2,407
1416,97,2,318
1417,26,3,502
1418,102,1,266
1419,81,1,184
1419,82,1,154
1420,111,2,397
1420,112,1,268
1421,14,1,128
1421,13,1,394
1422,48,3,505
1422,47,1,138
1423,94,1,247
1423,93,1,262
1424,69,1,473
1425,75,1,463
1425,76,1,446
1426,51,2,289
1427,6,1,267
1428,52,1,259
1429,9,1,447
1429,10,3,526
1430,93,2,262
1431,35,3,209
1431,36,3,545
1432,110,1,483
1432,109,1,297
1433,116,2,234
1433,115,1,380
1434,54,3,324
1435,120,2,304
1436,95,3,496
1437,92,3,323
1438,65,1,287
1439,26,3,502
1440,55,3,293
1440,56,3,215
1441,97,3,318
1442,105,1,208
1442,106,3,485
1443,11,1,176
1444,109,3,297
1444,110,1,483
1445,26,3,502
1446,10,2,526
1446,9,2,447
1447,5,1,517
1448,53,3,343
1449,94,3,247
1450,40,1,486
1451,33,1,142
1451,34,2,300
1452,28,1,154
1453,62,1,541
1454,100,2,253
1454,99,3,516
1455,93,2,262
1456,63,2,270
1457,118,1,191
1457,117,1,525
1458,85,3,136
1459,94,1,247
1459,93,1,262
1460,51,2,289
1461,54,1,324
1461,53,1,343
1462,91,1,307
1462,92,2,323
1463,54,2,324
1464,55,1,293
1465,21,2,304
1466,77,1,382
1467,62,3,541
1467,61,1,428
1468,94,3,247
1468,93,1,262
1469,43,1,141
1469,44,2,281
1470,105,3,208
1470,106,2,485
1471,116,3,234
1471,115,1,380
1472,2,2,251
1473,27,2,523
1474,78,2,530
1474,77,3,382
1475,101,2,433
1475,102,1,266
1476,43,1,141
1476,44,3,281
1477,62,1,541
1478,94,3,247
1478,93,1,262
1479,10,2,526
1479,9,1,447
1480,71,3,141
1481,43,3,141
1481,44,1,281
1482,62,2,541
1482,61,2,428
1483,6,3,267
1483,5,3,517
1484,46,2,537
1484,45,3,323
1485,14,2,128
1485,13,1,394
1486,47,2,138
1487,94,2,247
1487,93,3,262
1488,117,1,525
1488,118,3,191
1489,102,1,266
1490,15,2,193
1490,16,2,269
1491,95,3,496
1492,83,3,307
1493,12,1,548
1494,13,2,394
1495,119,2,133
1495,120,1,304
1496,33,2,142
1497,44,2,281
1498,101,3,433
1499,101,3,433
1499,102,3,266
1500,52,3,259
1501,94,1,247
1502,16,2,269
1502,15,3,193
1503,93,1,262
1504,109,1,297
1505,18,1,300
1505,17,3,434
1506,65,1,287
1507,71,1,141
1508,29,1,495
1509,71,3,141
1509,72,1,492
1510,110,2,483
1511,36,1,545
1512,5,1,517
1512,6,3,267
1513,93,2,262
1514,104,1,189
1514,103,1,182
1515,64,1,284
1515,63,2,270
1516,98,2,407
1516,97,3,318
1517,38,3,443
1518,106,1,485
1519,110,3,483
1519,109,2,297
1520,35,2,209
1520,36,1,545
1521,92,3,323
1522,6,2,267
1522,5,2,517
1523,67,3,348
1524,61,3,428
1525,20,1,215
1525,19,3,333
1526,68,1,428
1527,1,3,129
1527,2,3,251
1528,37,2,365
1529,114,3,483
1529,113,1,484
1530,93,2,262
1530,94,3,247
1531,93,2,262
1532,51,1,289
1532,52,2,259
1533,93,3,262
1534,66,3,458
1535,94,1,247
1536,70,2,347
1536,69,2,473
1537,93,1,262
1537,94,2,247
1538,93,1,262
1538,94,2,247
1539,3,1,400
1540,93,2,262
1541,92,3,323
1541,91,2,307
1542,72,3,492
1542,71,2,141
1543,93,3,262
1543,94,3,247
1544,68,1,428
1545,91,2,307
1545,92,3,323
1546,61,3,428
1546,62,2,541
1547,93,2,262
1548,117,2,525
1548,118,2,191
1549,93,3,262
1550,31,2,496
1551,5,2,517
1552,5,3,517
1553,34,2,300
1554,93,2,262
1554,94,3,247
1555,119,1,133
1556,80,2,431
1556,79,3,193
1557,93,1,262
1557,94,3,247
1558,92,2,323
1559,109,2,297
1560,35,2,209
1560,36,2,545
1561,24,1,142
1561,23,1,360
1562,4,3,492
1562,3,1,400
1563,50,2,519
1564,91,1,307
1565,79,1,193
1565,80,1,431
1566,5,1,517
1567,6,3,267
1568,64,3,284
1568,63,3,270
1569,94,1,247
1570,22,3,154
1570,21,2,304
1571,36,1,545
1571,35,1,209
1572,18,1,300
1572,17,3,434
1573,94,3,247
1574,31,2,496
1574,32,1,507
1575,27,2,523
1576,40,2,486
1576,39,3,152
1577,46,1,537
1577,45,3,323
1578,4,1,492
1579,9,2,447
1580,107,2,534
1580,108,1,469
1581,63,1,270
1582,54,3,324
1582,53,2,343
1583,40,3,486
1583,39,3,152
1584,62,3,541
1584,61,3,428
1585,67,1,348
1586,53,1,343
1587,37,3,365
1587,38,1,443
1588,21,2,304
1588,22,2,154
1589,49,1,302
1590,70,2,347
1590,69,1,473
1591,109,1,297
1592,49,1,302
1592,50,2,519
1593,38,2,443
1594,107,3,534
1595,14,1,128
1595,13,3,394
1596,94,2,247
1596,93,3,262
1597,110,3,483
1597,109,1,297
1598,114,2,483
1599,40,3,486
1600,61,2,428
1600,62,3,541
1601,78,1,530
1602,93,2,262
1602,94,1,247
1603,94,1,247
1603,93,3,262
1604,45,3,323
1605,96,2,215
1606,61,3,428
1606,62,2,541
1607,61,1,428
1608,67,1,348
1609,64,3,284
1609,63,3,270
1610,84,3,305
1611,8,3,144
1612,95,3,496
1613,6,3,267
1613,5,3,517
1614,93,1,262
1615,36,2,545
1616,22,3,154
1616,21,3,304
1617,1,2,129
1617,2,2,251
1618,73,1,342
1619,109,3,297
1619,110,2,483
1620,114,2,483
1620,113,3,484
1621,112,2,268
1622,41,1,270
1623,116,2,234
1623,115,1,380
1624,94,1,247
1624,93,3,262
1625,59,1,492
1626,115,3,380
1626,116,3,234
1627,37,3,365
1627,38,2,443
1628,111,2,397
1628,112,1,268
1629,4,3,492
1629,3,2,400
1630,56,1,215
1630,55,2,293
1631,3,3,400
1631,4,1,492
1632,117,2,525
1632,118,1,191
1633,46,3,537
1633,45,1,323
1634,37,1,365
1634,38,3,443
1635,54,3,324
1636,91,2,307
1636,92,2,323
1637,20,3,215
1637,19,1,333
1638,59,3,492
1639,93,3,262
1639,94,2,247
1640,80,3,431
1640,79,2,193
1641,29,1,495
1642,111,1,397
1643,105,2,208
1643,106,1,485
1644,35,2,209
1644,36,3,545
1645,14,1,128
1646,14,3,128
1647,78,3,530
1647,77,2,382
1648,93,3,262
1648,94,1,247
1649,81,3,184
1649,82,1,154
1650,103,1,182
1651,51,1,289
1652,54,1,324
1653,31,2,496
1653,32,3,507
1654,106,2,485
1654,105,3,208
1655,57,1,374
1656,59,3,492
1656,60,2,337
1657,89,1,510
1658,93,2,262
1658,94,3,247
1659,105,1,208
1659,106,3,485
1660,55,2,293
1661,93,2,262
1662,83,3,307
1662,84,2,305
1663,93,1,262
1664,81,1,184
1664,82,2,154
1665,102,3,266
1665,101,2,433
1666,75,1,463
1666,76,1,446
1667,74,3,260
1667,73,1,342
1668,117,2,525
1669,94,2,247
1670,47,1,138
1671,4,1,492
1671,3,2,400
1672,65,1,287
1673,43,3,141
1673,44,2,281
1674,76,3,446
1674,75,1,463
1675,67,3,348
1675,68,2,428
1676,93,2,262
1677,18,3,300
1678,17,1,434
1678,18,3,300
1679,108,3,469
1680,59,2,492
1680,60,1,337
1681,68,1,428
1682,113,2,484
1682,114,3,483
1683,65,1,287
1684,110,1,483
1685,37,2,365
1686,93,1,262
1687,72,1,492
1687,71,3,141
1688,60,3,337
1688,59,2,492
1689,16,3,269
1690,17,3,434
1690,18,3,300
1691,8,2,144
1691,7,3,182
1692,118,2,191
1692,117,2,525
1693,118,3,191
1693,117,1,525
1694,111,2,397
1694,112,1,268
1695,69,2,473
1696,86,3,429
1697,119,2,133
1698,106,3,485
1699,29,2,495
1700,94,2,247
1700,93,3,262
1701,97,3,318
1702,111,1,397
1702,112,3,268
1703,60,3,337
1704,15,2,193
1705,47,3,138
1705,48,1,505
1706,93,1,262
1706,94,2,247
1707,67,1,348
1708,71,2,141
1709,94,1,247
1710,83,2,307
1710,84,2,305
1711,80,2,431
1712,95,3,496
1712,96,1,215
1713,67,3,348
1714,117,1,525
1715,6,1,267
1715,5,2,517
1716,24,3,142
1717,94,2,247
1717,93,3,262
1718,55,2,293
1718,56,1,215
1719,19,1,333
1719,20,2,215
1720,40,2,486
1721,113,1,484
1722,40,1,486
1722,39,3,152
1723,28,1,154
1724,115,2,380
1725,67,1,348
1726,102,2,266
1727,101,1,433
1728,97,2,318
1729,14,3,128
1730,43,1,141
1730,44,3,281
1731,119,1,133
1731,120,3,304
1732,68,2,428
1733,47,2,138
1734,96,2,215
1734,95,2,496
1735,93,2,262
1736,110,2,483
1736,109,3,297
1737,79,3,193
1738,97,1,318
1738,98,1,407
1739,111,2,397
1739,112,2,268
1740,40,2,486
1741,5,2,517
1742,6,3,267
1743,47,1,138
1743,48,1,505
1744,79,1,193
1745,106,2,485
1746,93,1,262
1747,71,1,141
1748,31,1,496
1749,75,1,463
1749,76,1,446
1750,32,1,507
1750,31,2,496
1751,35,1,209
1752,24,2,142
1752,23,3,360
1753,71,1,141
1754,4,1,492
1755,110,2,483
1755,109,2,297
1756,24,1,142
1756,23,2,360
1757,81,3,184
1758,39,3,152
1758,40,2,486
1759,120,3,304
1759,119,3,133
1760,67,1,348
1760,68,1,428
1761,52,2,259
1762,37,1,365
1762,38,1,443
1763,21,1,304
1764,106,3,485
1764,105,1,208
1765,110,1,483
1765,109,1,297
1766,101,1,433
1767,93,3,262
1768,64,1,284
1768,63,3,270
1769,7,1,182
1769,8,3,144
1770,99,1,516
1771,71,2,141
1772,99,1,516
1773,5,2,517
1773,6,3,267
1774,37,2,365
1775,14,2,128
1775,13,3,394
1776,94,2,247
1777,58,1,308
1777,57,1,374
1778,73,3,342
1779,53,3,343
1780,7,2,182
1781,93,2,262
1782,38,1,443
1783,55,2,293
1784,112,3,268
1785,91,2,307
1786,79,2,193
1787,19,2,333
1788,51,2,289
1789,61,2,428
1789,62,1,541
1790,93,2,262
1790,94,2,247
1791,35,1,209
1791,36,3,545
1792,76,2,446
1793,74,2,260
1794,93,3,262
1795,20,3,215
1796,108,1,469
1796,107,2,534
1797,116,3,234
1798,106,3,485
1799,1,3,129
1799,2,3,251
1800,93,2,262
1801,11,3,176
1801,12,3,548
1802,114,2,483
1802,113,3,484
1803,58,2,308
1804,26,2,502
1805,85,3,136
1806,94,1,247
1806,93,3,262
1807,94,2,247
1808,103,3,182
1808,104,1,189
1809,5,2,517
1809,6,1,267
1810,93,3,262
1810,94,3,247
1811,94,2,247
1811,93,3,262
1812,17,2,434
1812,18,2,300
1813,106,2,485
1813,105,2,208
1814,116,3,234
1815,99,2,516
1815,100,2,253
1816,13,3,394
1816,14,2,128
1817,60,1,337
1818,66,1,458
1819,92,3,323
1819,91,3,307
1820,28,2,154
1821,93,2,262
1821,94,3,247
1822,30,2,456
1823,36,3,545
1823,35,1,209
1824,43,2,141
1825,69,1,473
1825,70,3,347
1826,46,2,537
1826,45,2,323
1827,22,3,154
1828,52,2,259
1829,59,1,492
1829,60,1,337
1830,91,2,307
1831,93,2,262
1832,102,3,266
1833,93,3,262
1834,74,3,260
1835,11,3,176
1836,92,3,323
1836,91,2,307
1837,31,1,496
1837,32,1,507
1838,22,3,154
1839,109,3,297
1840,93,2,262
1841,19,1,333
1841,20,2,215
1842,53,1,343
1842,54,3,324
1843,117,3,525
1844,107,1,534
1845,31,1,496
1845,32,2,507
1846,105,3,208
1846,106,1,485
1847,15,2,193
1847,16,2,269
1848,80,2,431
1849,86,2,429
1849,85,1,136
1850,83,2,307
1850,84,2,305
1851,85,1,136
1851,86,3,429
1852,64,1,284
1852,63,2,270
1853,91,1,307
1854,79,3,193
1854,80,3,431
1855,94,3,247
1856,1,1,129
1857,60,3,337
1857,59,3,492
1858,110,3,483
1858,109,3,297
1859,116,1,234
1859,115,2,380
1860,9,3,447
1860,10,2,526
1861,38,3,443
1862,1,1,129
1862,2,2,251
1863,67,2,348
1863,68,3,428
1864,49,2,302
1865,54,2,324
1866,93,3,262
1867,67,3,348
1867,68,3,428
1868,34,3,300
1868,33,1,142
1869,55,2,293
1870,44,1,281
1871,68,1,428
1872,23,2,360
1873,29,1,495
1873,30,3,456
1874,47,3,138
1875,81,1,184
1876,44,1,281
1877,94,2,247
1878,106,1,485
1879,45,2,323
1879,46,3,537
1880,43,2,141
1880,44,3,281
1881,54,3,324
1882,16,3,269
1883,94,2,247
1883,93,3,262
1884,78,3,530
1884,77,3,382
1885,24,2,142
1885,23,3,360
1886,94,2,247
1886,93,2,262
1887,67,2,348
1887,68,2,428
1888,94,2,247
1888,93,2,262
1889,118,1,191
1890,80,1,431
1891,118,1,191
1892,53,3,343
1892,54,1,324
1893,41,2,270
1894,52,1,259
1894,51,1,289
1895,9,1,447
1895,10,3,526
1896,57,2,374
1896,58,2,308
1897,84,3,305
1897,83,3,307
1898,84,3,305
1898,83,2,307
1899,23,2,360
1899,24,2,142
1900,93,1,262
1901,48,3,505
1901,47,3,138
1902,106,1,485
1903,77,1,382
1904,93,3,262
1905,59,3,492
1905,60,2,337
1906,118,3,191
1907,81,3,184
1908,79,1,193
1908,80,2,431
1909,17,2,434
1910,66,1,458
1910,65,3,287
1911,92,2,323
1911,91,2,307
1912,31,2,496
1912,32,2,507
1913,56,3,215
1913,55,3,293
1914,104,3,189
1914,103,1,182
1915,91,3,307
1916,30,3,456
1917,4,1,492
1918,34,1,300
1919,64,3,284
1919,63,2,270
1920,105,3,208
1920,106,3,485
1921,91,2,307
1922,72,3,492
1923,39,3,152
1923,40,3,486
1924,93,3,262
1925,40,3,486
1925,39,2,152
1926,89,3,510
1926,90,3,159
1927,20,2,215
1927,19,2,333
1928,93,1,262
1929,94,1,247
1929,93,1,262
1930,67,3,348
1931,3,3,400
1932,2,3,251
1932,1,3,129
1933,98,2,407
1934,92,2,323
1934,91,2,307
1935,93,3,262
1936,16,2,269
1936,15,2,193
1937,108,2,469
1937,107,1,534
1938,115,2,380
1938,116,3,234
1939,114,2,483
1940,114,1,483
1940,113,2,484
1941,120,3,304
1942,94,1,247
1942,93,2,262
1943,50,2,519
1944,20,3,215
1945,76,1,446
1946,3,3,400
1947,94,3,247
1947,93,3,262
1948,65,1,287
1949,102,2,266
1950,93,3,262
1951,84,1,305
1952,94,2,247
1952,93,2,262
1953,80,1,431
1954,73,2,342
1954,74,3,260
1955,82,3,154
1956,7,2,182
1956,8,2,144
1957,68,1,428
1957,67,3,348
1958,14,2,128
1958,13,2,394
1959,37,2,365
1960,109,3,297
1960,110,2,483
1961,16,3,269
1961,15,2,193
1962,47,1,138
1963,78,2,530
1964,93,2,262
1964,94,1,247
1965,104,1,189
1966,6,3,267
1967,38,3,443
1967,37,2,365
1968,106,3,485
1968,105,1,208
1969,104,3,189
1970,13,1,394
1971,94,3,247
1972,68,1,428
1972,67,1,348
1973,115,1,380
1973,116,3,234
1974,38,1,443
1974,37,1,365
1975,57,2,374
1976,104,3,189
1977,52,1,259
1978,4,3,492
1979,106,3,485
1979,105,3,208
1980,66,3,458
1981,40,3,486
1982,67,3,348
1982,68,1,428
1983,82,3,154
1983,81,1,184
1984,57,2,374
1985,25,1,249
1986,101,2,433
1986,102,3,266
1987,68,1,428
1988,3,2,400
1988,4,2,492
1989,90,2,159
1990,105,1,208
1991,120,1,304
1991,119,1,133
1992,95,2,496
1993,102,1,266
1993,101,1,433
1994,80,1,431
1994,79,3,193
1995,41,3,270
1996,104,1,189
1997,86,1,429
1997,85,3,136
1998,117,1,525
1998,118,2,191
1999,7,1,182
1999,8,1,144
2000,18,3,300
