order_id,customer_id,restaurant_id,order_datetime,order_status,payment_method,delivery_time_minutes,rating,subtotal,delivery_fee,discount,total_amount
334,239,34,2025-08-03 05:48:00,Delivered,Debit Card,56,5,348,35,75,308
335,268,44,2025-04-21 18:30:00,Delivered,Debit Card,18,,700,35,30,705
336,114,49,2025-03-18 18:57:00,Delivered,UPI,20,,1221,35,20,1236
337,51,42,2025-09-11 07:05:00,Delivered,UPI,62,,614,30,0,644
338,47,14,2025-09-03 21:19:00,Delivered,Cash,54,,308,25,75,258
339,208,20,2025-07-09 20:29:00,Delivered,UPI,58,3,972,30,50,952
340,278,54,2025-04-17 21:05:00,Delivered,Debit Card,65,,2006,35,30,2011
341,21,22,2025-07-07 05:41:00,Delivered,UPI,53,2,281,40,0,321
342,245,60,2025-12-26 06:48:00,Delivered,Credit Card,38,3,570,30,20,580
343,249,48,2025-09-27 03:30:00,Delivered,Debit Card,46,1,215,20,20,215
344,92,32,2025-02-09 03:10:00,Delivered,Credit Card,49,2,568,40,0,608
345,243,33,2025-08-04 14:47:00,Delivered,Debit Card,30,2,2235,30,20,2245
346,272,59,2025-08-23 09:36:00,Delivered,Debit Card,28,,382,30,75,337
347,25,5,2025-06-30 09:29:00,Cancelled,Credit Card,,,2919,25,0,2944
348,122,6,2025-01-22 10:36:00,Delivered,Debit Card,41,5,1096,25,0,1121
349,230,26,2025-10-01 09:07:00,Cancelled,Cash,,,837,20,50,807
350,280,52,2025-06-19 20:45:00,Delivered,Debit Card,54,5,931,20,0,951
351,283,15,2025-06-07 00:25:00,Delivered,Credit Card,46,3,1485,40,0,1525
352,143,23,2025-01-12 02:34:00,Delivered,UPI,50,4,1183,35,0,1218
353,198,33,2025-01-07 09:22:00,Delivered,Cash,53,4,1319,35,50,1304
354,213,26,2025-10-28 19:05:00,Delivered,Debit Card,48,,548,35,50,533
355,140,59,2025-03-31 17:29:00,Delivered,Credit Card,30,4,1957,30,20,1967
356,287,44,2025-04-25 00:50:00,Delivered,Debit Card,37,,1009,35,50,994
357,126,1,2025-03-03 08:31:00,Rejected,UPI,,,889,35,50,874
358,62,33,2025-09-20 23:36:00,Delivered,Debit Card,28,2,1203,20,0,1223
359,185,34,2025-11-22 11:03:00,Delivered,UPI,50,2,1044,30,75,999
360,162,47,2025-05-19 21:44:00,Delivered,UPI,52,2,786,30,0,816
361,249,39,2025-06-24 05:06:00,Delivered,Credit Card,30,,1060,20,0,1080
362,68,11,2025-09-03 11:19:00,Delivered,Credit Card,46,,766,20,0,786
363,66,21,2025-12-19 07:19:00,Delivered,Credit Card,23,1,540,35,0,575
364,101,3,2025-01-17 21:32:00,Delivered,Cash,25,,1034,20,75,979
365,50,15,2025-11-05 06:37:00,Cancelled,Credit Card,,,1863,30,30,1863
366,179,8,2025-03-24 16:49:00,Delivered,Credit Card,50,1,579,25,0,604
367,88,45,2025-01-03 23:06:00,Cancelled,Cash,,,1689,25,75,1639
368,182,47,2025-08-06 06:32:00,Delivered,UPI,38,1,494,30,30,494
369,21,3,2025-06-17 15:07:00,Delivered,Cash,56,,1568,25,75,1518
370,36,47,2025-12-14 11:11:00,Delivered,Cash,61,4,262,35,20,277
371,53,7,2025-02-03 11:12:00,Delivered,Cash,25,4,1172,30,20,1182
372,208,40,2025-09-19 08:09:00,Delivered,UPI,25,4,193,20,50,163
373,28,3,2025-09-13 21:01:00,Rejected,Cash,,,2352,20,75,2297
374,40,59,2025-08-27 06:18:00,Delivered,Cash,50,3,1050,20,20,1050
375,231,41,2025-07-12 14:29:00,Delivered,Credit Card,53,3,308,25,0,333
376,200,19,2025-02-26 18:43:00,Delivered,Cash,48,2,886,35,30,891
377,194,46,2025-12-13 11:49:00,Rejected,Debit Card,,,921,20,0,941
378,188,28,2025-10-26 00:48:00,Cancelled,Debit Card,,,1016,35,0,1051
379,29,53,2025-05-06 07:15:00,Delivered,UPI,62,3,485,20,30,475
380,167,3,2025-08-24 21:55:00,Delivered,Cash,35,4,534,40,20,554
381,166,24,2025-09-08 03:44:00,Delivered,Debit Card,49,3,1010,35,0,1045
382,255,6,2025-10-02 06:18:00,Delivered,Debit Card,54,2,528,30,0,558
383,35,49,2025-09-29 15:27:00,Delivered,UPI,59,,1043,35,0,1078
384,264,59,2025-12-10 17:11:00,Cancelled,Credit Card,,,1623,40,75,1588
385,223,54,2025-11-17 01:33:00,Delivered,Cash,27,3,2071,25,75,2021
386,212,47,2025-05-27 20:10:00,Delivered,Credit Card,43,2,262,30,20,272
387,249,48,2025-08-12 13:41:00,Cancelled,Credit Card,,,215,20,0,235
388,143,58,2025-10-09 05:41:00,Delivered,Cash,19,1,1228,20,20,1228
389,72,31,2025-02-27 18:47:00,Delivered,UPI,51,5,1825,20,75,1770
390,161,22,2025-10-27 23:24:00,Delivered,Credit Card,45,1,282,35,20,297
391,131,56,2025-01-29 15:34:00,Delivered,UPI,38,4,268,30,20,278
392,189,55,2025-01-11 20:57:00,Delivered,UPI,62,,1449,35,0,1484
393,186,51,2025-12-17 03:34:00,Delivered,Cash,42,4,1132,25,75,1082
394,83,40,2025-11-20 10:56:00,Delivered,Cash,20,1,1441,35,75,1401
395,52,51,2025-03-24 22:16:00,Delivered,Debit Card,44,5,1565,25,50,1540
396,228,47,2025-01-02 12:12:00,Delivered,Debit Card,54,2,786,35,75,746
397,164,34,2025-09-02 23:08:00,Delivered,Debit Card,36,4,1980,25,0,2005
398,12,47,2025-02-15 14:12:00,Delivered,Credit Card,21,4,771,40,0,811
399,8,52,2025-08-11 14:52:00,Delivered,UPI,32,2,560,35,75,520
400,106,47,2025-05-25 23:43:00,Delivered,Credit Card,44,,494,25,30,489
401,231,29,2025-07-09 18:43:00,Delivered,UPI,18,3,1738,40,0,1778
402,38,47,2025-10-13 01:03:00,Delivered,Credit Card,48,,524,40,30,534
403,196,12,2025-07-22 21:23:00,Delivered,UPI,55,2,502,30,50,482
404,272,59,2025-03-14 08:07:00,Delivered,Credit Card,49,,1432,40,75,1397
405,136,50,2025-06-10 13:57:00,Delivered,Cash,27,4,516,20,0,536
406,94,24,2025-08-29 08:10:00,Delivered,Cash,25,,1791,40,20,1811
407,235,34,2025-02-27 23:55:00,Delivered,Debit Card,23,3,1044,40,75,1009
408,140,26,2025-10-26 00:33:00,Delivered,Credit Card,44,,777,20,0,797
409,14,32,2025-12-15 21:07:00,Delivered,UPI,38,1,1392,40,50,1382
410,3,28,2025-01-23 20:39:00,Cancelled,Debit Card,,,293,30,0,323
411,29,53,2025-02-06 17:38:00,Delivered,Cash,34,4,208,25,20,213
412,207,35,2025-11-28 20:09:00,Delivered,Cash,45,,1766,30,30,1766
413,103,47,2025-08-17 12:30:00,Delivered,Cash,23,,1280,20,0,1300
414,263,47,2025-08-26 21:14:00,Delivered,Credit Card,49,5,494,35,0,529
415,245,35,2025-03-18 04:43:00,Cancelled,Credit Card,,,1514,20,30,1504
416,56,59,2025-07-31 03:29:00,Delivered,Debit Card,40,1,1575,35,0,1610
417,94,59,2025-01-24 02:26:00,Delivered,Debit Card,38,4,716,25,0,741
418,133,51,2025-12-11 03:27:00,Delivered,UPI,43,2,2097,40,50,2087
419,250,55,2025-11-13 19:23:00,Delivered,Cash,37,2,297,20,50,267
420,97,3,2025-04-18 15:41:00,Delivered,Credit Card,45,,1034,35,0,1069
421,243,39,2025-01-12 03:10:00,Cancelled,Cash,,,2206,25,0,2231
422,151,49,2025-07-20 01:21:00,Delivered,Cash,44,,1450,40,30,1460
423,250,26,2025-02-01 16:01:00,Delivered,Debit Card,53,4,1644,30,20,1654
424,224,3,2025-03-24 09:46:00,Delivered,Debit Card,46,2,2085,35,20,2100
425,185,34,2025-03-24 19:13:00,Delivered,UPI,60,2,1044,35,0,1079
426,213,59,2025-06-05 07:13:00,Delivered,UPI,40,,1766,20,0,1786
427,221,24,2025-11-13 07:07:00,Delivered,Cash,34,,1653,40,30,1663
428,54,53,2025-01-26 14:51:00,Delivered,UPI,24,,624,20,0,644
429,61,26,2025-07-05 05:46:00,Delivered,Cash,50,1,518,25,0,543
430,104,42,2025-08-01 00:15:00,Delivered,Cash,39,2,610,35,0,645
431,126,5,2025-09-29 13:50:00,Delivered,Cash,44,,1499,20,50,1469
432,265,3,2025-02-13 10:20:00,Delivered,Credit Card,45,1,1551,40,0,1591
433,215,43,2025-12-15 22:35:00,Delivered,Debit Card,40,3,858,25,30,853
434,227,41,2025-11-29 12:49:00,Delivered,Debit Card,23,3,338,40,30,348
435,160,48,2025-06-24 20:10:00,Delivered,Debit Card,33,,1141,30,0,1171
436,260,28,2025-03-05 01:48:00,Delivered,UPI,46,1,1524,40,50,1514
437,274,54,2025-04-30 11:19:00,Delivered,Credit Card,63,2,1407,40,0,1447
438,185,34,2025-02-20 04:45:00,Delivered,Cash,23,4,428,35,0,463
439,190,30,2025-09-27 12:37:00,Delivered,Cash,34,4,829,40,0,869
440,249,40,2025-03-08 22:32:00,Delivered,UPI,62,4,579,30,0,609
441,210,1,2025-03-03 11:36:00,Delivered,Credit Card,25,3,380,25,75,330
442,216,14,2025-06-06 09:13:00,Delivered,Cash,18,3,1046,35,30,1051
443,159,27,2025-08-20 10:50:00,Delivered,Credit Card,26,4,1658,20,75,1603
444,210,19,2025-04-30 12:21:00,Delivered,Cash,65,1,1095,30,30,1095
445,64,53,2025-10-14 02:12:00,Cancelled,UPI,,,1455,20,0,1475
446,273,21,2025-01-10 08:50:00,Delivered,Cash,23,,716,30,20,726
447,93,38,2025-01-13 16:20:00,Delivered,UPI,25,,446,25,0,471
448,46,26,2025-06-07 13:43:00,Delivered,Debit Card,29,1,807,35,0,842
449,133,19,2025-03-03 01:12:00,Delivered,Credit Card,49,5,1251,35,30,1256
450,209,3,2025-09-05 00:26:00,Delivered,UPI,35,5,1551,25,0,1576
451,291,34,2025-08-17 02:54:00,Delivered,Credit Card,27,2,1284,35,0,1319
452,1,42,2025-11-14 09:41:00,Rejected,UPI,,,610,40,0,650
453,195,28,2025-11-20 06:37:00,Delivered,Debit Card,20,5,215,35,50,200
454,63,20,2025-10-12 08:56:00,Delivered,Debit Card,61,,942,30,0,972
455,108,19,2025-11-03 10:01:00,Cancelled,Credit Card,,,443,20,50,413
456,89,34,2025-10-12 22:45:00,Delivered,Cash,52,1,1284,20,0,1304
457,193,60,2025-07-03 12:11:00,Delivered,UPI,25,2,703,30,50,683
458,184,4,2025-02-16 19:40:00,Delivered,Credit Card,32,,796,40,0,836
459,4,47,2025-11-23 12:07:00,Delivered,Cash,28,5,786,25,50,761
460,34,18,2025-05-13 18:54:00,Delivered,Debit Card,30,,1635,40,20,1655
461,2,47,2025-11-25 21:41:00,Delivered,Debit Card,45,,1527,35,20,1542
462,186,27,2025-01-23 23:14:00,Delivered,Cash,52,1,1315,20,50,1285
463,116,53,2025-08-05 02:58:00,Delivered,Credit Card,39,1,970,20,30,960
464,172,55,2025-05-07 03:30:00,Delivered,Debit Card,21,,891,40,20,911
465,49,30,2025-08-17 18:07:00,Delivered,UPI,20,1,984,20,0,1004
466,222,3,2025-02-22 21:03:00,Delivered,Debit Card,42,5,1568,35,75,1528
467,220,49,2025-11-14 03:21:00,Delivered,UPI,47,5,318,20,30,308
468,35,49,2025-04-10 18:08:00,Delivered,Debit Card,40,5,725,20,0,745
469,160,56,2025-08-12 16:41:00,Delivered,Debit Card,55,,794,30,30,794
470,176,55,2025-07-08 00:33:00,Delivered,Credit Card,21,5,966,25,0,991
471,104,15,2025-06-24 06:42:00,Delivered,Cash,56,5,1407,20,20,1407
472,22,47,2025-04-23 00:40:00,Delivered,Credit Card,47,2,771,25,75,721
473,4,47,2025-01-06 02:22:00,Delivered,UPI,27,2,509,30,0,539
474,113,32,2025-03-31 10:54:00,Delivered,Credit Card,30,3,810,25,20,815
475,57,55,2025-04-18 09:29:00,Delivered,Debit Card,60,5,780,25,0,805
476,273,38,2025-12-22 11:20:00,Delivered,Credit Card,20,,446,30,0,476
477,28,53,2025-05-24 04:54:00,Delivered,Cash,31,,1594,40,0,1634
478,256,27,2025-08-26 05:20:00,Delivered,Cash,63,,2001,20,0,2021
479,113,31,2025-08-20 07:25:00,Delivered,Cash,42,3,1510,35,30,1515
480,181,4,2025-10-26 01:29:00,Delivered,Debit Card,45,4,652,35,0,687
481,92,40,2025-04-30 08:41:00,Delivered,UPI,36,,431,20,0,451
482,37,33,2025-01-20 17:12:00,Delivered,Debit Card,34,3,861,40,0,901
483,5,47,2025-05-25 11:50:00,Rejected,Cash,,,741,40,75,706
484,77,43,2025-04-27 07:46:00,Delivered,Cash,32,5,701,25,20,706
485,214,9,2025-08-13 14:54:00,Delivered,Debit Card,26,2,1902,30,0,1932
486,215,43,2025-12-18 12:48:00,Delivered,Debit Card,38,5,136,30,30,136
487,294,36,2025-07-15 06:25:00,Delivered,Cash,30,3,633,40,0,673
488,17,47,2025-01-14 05:12:00,Delivered,Cash,36,3,247,30,30,247
489,6,4,2025-06-17 13:25:00,Delivered,UPI,26,4,144,25,75,94
490,106,47,2025-08-10 22:42:00,Delivered,Debit Card,55,4,756,20,75,701
491,205,49,2025-05-07 16:21:00,Cancelled,Cash,,,1539,30,50,1519
492,234,28,2025-12-25 22:50:00,Delivered,Credit Card,44,5,938,40,0,978
493,202,2,2025-05-03 05:17:00,Cancelled,Debit Card,,,800,35,75,760
494,284,16,2025-07-08 02:48:00,Delivered,Debit Card,44,3,992,20,0,1012
495,237,59,2025-06-25 23:25:00,Delivered,Cash,20,1,573,35,20,588
496,237,24,2025-02-12 17:42:00,Delivered,Cash,26,3,138,40,0,178
497,91,22,2025-03-05 17:47:00,Delivered,UPI,60,,563,25,50,538
498,18,57,2025-09-30 06:28:00,Delivered,UPI,42,4,484,35,75,444
499,104,23,2025-07-11 07:12:00,Delivered,Cash,19,,860,25,50,835
500,86,47,2025-08-01 16:06:00,Delivered,Debit Card,53,5,494,20,0,514
501,110,24,2025-07-02 10:11:00,Delivered,Debit Card,18,4,414,30,50,394
502,189,24,2025-02-04 06:26:00,Delivered,Cash,24,5,505,40,0,545
503,199,47,2025-06-20 05:40:00,Delivered,Debit Card,60,3,494,40,50,484
504,120,50,2025-10-28 22:00:00,Delivered,UPI,37,4,516,25,0,541
505,256,8,2025-04-14 04:24:00,Delivered,UPI,33,,924,20,30,914
506,213,55,2025-01-13 07:54:00,Delivered,Debit Card,33,1,891,35,30,896
507,165,4,2025-08-15 20:00:00,Delivered,Cash,22,,182,25,0,207
508,89,46,2025-10-09 06:15:00,Delivered,Cash,64,2,614,25,30,609
509,128,55,2025-05-27 18:28:00,Rejected,Credit Card,,,1560,35,0,1595
510,242,37,2025-08-05 16:39:00,Delivered,Credit Card,48,4,1806,25,30,1801
511,90,32,2025-07-14 14:19:00,Delivered,Cash,53,1,554,25,0,579
512,7,48,2025-07-11 15:25:00,Cancelled,Cash,,,1918,40,0,1958
513,210,1,2025-03-05 12:59:00,Delivered,Credit Card,45,,882,35,20,897
514,127,9,2025-09-02 01:58:00,Delivered,UPI,62,2,1034,40,30,1044
515,83,14,2025-03-01 02:41:00,Delivered,Cash,43,1,154,35,0,189
516,155,45,2025-09-30 21:56:00,Delivered,Debit Card,64,1,159,30,50,139
517,108,30,2025-07-23 22:19:00,Delivered,Credit Card,49,1,1995,25,0,2020
518,192,7,2025-12-27 04:12:00,Delivered,UPI,46,2,394,25,75,344
519,99,12,2025-07-29 14:40:00,Cancelled,UPI,,,720,20,20,720
520,64,22,2025-02-02 10:01:00,Delivered,Cash,49,1,282,20,50,252
521,299,3,2025-02-19 06:33:00,Delivered,Cash,56,3,1835,30,0,1865
522,176,55,2025-05-03 11:42:00,Delivered,UPI,40,,594,35,50,579
523,72,14,2025-11-05 03:55:00,Delivered,Credit Card,41,4,1877,20,50,1847
524,185,3,2025-06-16 21:28:00,Delivered,Cash,43,,534,35,50,519
525,52,30,2025-07-17 09:38:00,Delivered,Credit Card,51,,984,20,0,1004
526,281,34,2025-03-28 14:07:00,Delivered,Credit Card,33,1,1284,20,0,1304
527,168,38,2025-05-24 07:46:00,Delivered,Cash,60,2,1801,40,0,1841
528,176,59,2025-07-15 20:41:00,Delivered,Cash,32,1,907,40,0,947
529,60,49,2025-07-08 04:54:00,Delivered,Cash,54,,1450,30,75,1405
530,187,7,2025-09-24 21:38:00,Delivered,UPI,43,4,650,35,0,685
531,146,20,2025-12-07 22:02:00,Delivered,Debit Card,50,,1458,40,20,1478
532,111,19,2025-05-30 22:24:00,Delivered,Debit Card,27,,1095,20,75,1040
533,92,40,2025-07-20 09:52:00,Delivered,Credit Card,19,3,1248,20,30,1238
534,145,55,2025-12-23 06:44:00,Delivered,Cash,24,5,966,25,30,961
535,71,44,2025-12-23 15:18:00,Cancelled,Credit Card,,,1050,20,0,1070
536,295,16,2025-12-14 04:24:00,Cancelled,Cash,,,496,30,20,506
537,92,14,2025-03-02 16:41:00,Delivered,Cash,27,4,523,25,20,528
538,251,25,2025-12-19 19:11:00,Delivered,Cash,62,,1557,35,0,1592
539,228,47,2025-01-06 03:07:00,Delivered,Cash,59,5,786,40,30,796
540,246,12,2025-12-22 23:06:00,Delivered,Credit Card,42,4,862,40,0,902
541,208,14,2025-07-21 17:52:00,Delivered,Cash,22,5,1569,20,0,1589
542,93,10,2025-10-12 14:51:00,Delivered,UPI,26,2,215,20,0,235
543,260,25,2025-07-06 17:10:00,Delivered,UPI,33,5,2161,30,30,2161
544,181,46,2025-10-03 16:13:00,Delivered,UPI,33,2,1890,25,30,1885
545,184,22,2025-03-07 23:39:00,Delivered,Debit Card,34,2,985,35,50,970
546,74,45,2025-04-15 02:40:00,Delivered,Credit Card,63,5,159,30,75,114
547,223,38,2025-01-14 19:15:00,Delivered,UPI,52,5,1835,30,0,1865
548,140,26,2025-04-26 08:00:00,Delivered,Credit Card,42,,867,30,30,867
549,251,15,2025-09-28 11:44:00,Delivered,Debit Card,53,1,990,35,0,1025
550,177,53,2025-12-14 17:35:00,Delivered,Cash,48,3,624,25,0,649
551,194,46,2025-05-17 01:58:00,Delivered,Debit Card,63,,1260,35,30,1265
552,147,35,2025-08-08 16:45:00,Cancelled,Credit Card,,,1640,20,50,1610
553,41,15,2025-05-03 02:10:00,Delivered,UPI,65,4,1368,40,50,1358
554,70,34,2025-09-12 16:43:00,Rejected,UPI,,,1472,35,50,1457
555,274,28,2025-05-06 23:42:00,Cancelled,UPI,,,508,30,75,463
556,69,55,2025-01-27 13:31:00,Delivered,Debit Card,25,2,966,35,0,1001
557,136,29,2025-01-02 23:40:00,Delivered,Credit Card,37,,924,35,0,959
558,183,10,2025-11-12 14:21:00,Delivered,UPI,18,2,881,35,0,916
559,44,47,2025-07-30 03:58:00,Delivered,Credit Card,60,4,1018,25,30,1013
560,138,16,2025-08-13 21:53:00,Delivered,Credit Card,40,,1521,25,0,1546
561,98,12,2025-01-21 04:25:00,Delivered,Debit Card,20,2,1004,40,20,1024
562,66,28,2025-07-24 16:46:00,Cancelled,Cash,,,293,20,0,313
563,80,47,2025-09-14 00:49:00,Delivered,UPI,61,,1018,30,20,1028
564,43,51,2025-08-08 07:39:00,Delivered,Credit Card,33,1,965,20,50,935
565,258,56,2025-04-03 06:54:00,Delivered,Credit Card,32,4,268,25,20,273
566,10,54,2025-04-13 02:55:00,Delivered,Cash,51,2,938,35,0,973
567,262,47,2025-11-26 01:19:00,Delivered,Debit Card,35,,509,20,0,529
568,27,53,2025-06-14 06:18:00,Delivered,UPI,45,4,693,20,50,663
569,283,21,2025-06-19 11:47:00,Delivered,Debit Card,33,2,939,40,0,979
570,22,47,2025-04-09 22:28:00,Cancelled,UPI,,,1033,25,0,1058
571,66,23,2025-08-03 17:45:00,Delivered,Debit Card,41,1,2257,40,75,2222
572,12,47,2025-11-03 08:44:00,Rejected,Debit Card,,,786,25,50,761
573,204,19,2025-12-17 17:55:00,Delivered,UPI,28,5,2059,25,0,2084
574,2,47,2025-10-20 06:37:00,Delivered,Cash,50,5,1280,30,30,1280
575,61,26,2025-04-25 01:34:00,Delivered,UPI,58,3,259,25,75,209
576,108,27,2025-03-01 00:41:00,Delivered,Debit Card,38,5,1677,30,0,1707
577,6,22,2025-04-23 23:17:00,Delivered,UPI,52,5,843,30,75,798
578,283,23,2025-08-15 07:20:00,Delivered,Cash,27,4,1397,25,20,1402
579,95,47,2025-04-07 18:31:00,Cancelled,Credit Card,,,509,35,50,494
580,97,3,2025-03-15 02:27:00,Delivered,Cash,24,,1551,20,20,1551
581,197,1,2025-02-26 00:48:00,Delivered,UPI,26,1,380,40,50,370
582,174,6,2025-04-14 04:30:00,Delivered,Cash,28,4,176,40,50,166
583,137,58,2025-10-06 03:01:00,Delivered,UPI,52,5,614,25,20,619
584,198,20,2025-06-30 20:18:00,Delivered,Cash,61,,486,20,0,506
585,53,12,2025-07-02 02:39:00,Delivered,Debit Card,23,,720,40,0,760
586,93,58,2025-08-06 04:57:00,Delivered,Debit Card,57,,1462,30,0,1492
587,40,24,2025-03-18 20:09:00,Delivered,Cash,46,,1424,30,0,1454
588,47,33,2025-03-07 05:49:00,Delivered,Debit Card,49,4,1490,40,20,1510
589,276,48,2025-09-10 17:34:00,Delivered,Cash,23,4,496,30,0,526
590,105,14,2025-07-05 17:30:00,Cancelled,UPI,,,308,25,0,333
591,236,7,2025-10-10 13:15:00,Delivered,Credit Card,21,,788,20,50,758
592,218,41,2025-01-28 22:06:00,Delivered,UPI,48,,184,30,0,214
593,41,23,2025-02-09 00:36:00,Delivered,Cash,27,,1720,30,20,1730
594,7,32,2025-02-26 04:03:00,Cancelled,UPI,,,270,35,75,230
595,217,30,2025-08-21 17:45:00,Delivered,Debit Card,63,2,1503,25,20,1508
596,29,4,2025-07-20 05:52:00,Delivered,UPI,62,3,508,35,0,543
597,139,15,2025-02-23 02:23:00,Delivered,Debit Card,19,2,495,40,0,535
598,159,5,2025-10-10 06:40:00,Cancelled,Credit Card,,,2393,20,0,2413
599,162,47,2025-06-08 00:22:00,Delivered,Cash,50,4,1018,40,0,1058
600,258,20,2025-01-13 18:50:00,Delivered,UPI,36,4,456,25,0,481
601,73,51,2025-03-24 16:33:00,Rejected,Debit Card,,,1398,40,75,1363
602,221,24,2025-12-31 21:24:00,Delivered,UPI,27,4,138,30,30,138
603,45,40,2025-02-18 14:20:00,Delivered,Debit Card,28,5,624,35,0,659
604,243,32,2025-08-15 20:59:00,Delivered,UPI,54,3,1662,25,20,1667
605,188,52,2025-11-16 10:23:00,Delivered,Cash,50,1,546,40,0,586
606,80,47,2025-05-29 12:10:00,Delivered,UPI,32,4,494,35,50,479
607,274,42,2025-02-25 02:11:00,Delivered,Cash,45,3,610,40,20,630
608,109,37,2025-02-28 08:29:00,Delivered,Credit Card,48,2,862,35,20,877
609,110,24,2025-04-19 00:48:00,Delivered,Debit Card,34,1,276,35,0,311
610,153,40,2025-08-03 16:13:00,Delivered,Debit Card,29,,862,30,0,892
611,102,33,2025-08-03 15:30:00,Delivered,Credit Card,62,5,1661,40,30,1671
612,75,41,2025-12-07 23:47:00,Delivered,Debit Card,18,4,308,20,75,253
613,209,22,2025-09-24 23:00:00,Rejected,Credit Card,,,984,25,20,989
614,280,21,2025-11-04 12:13:00,Delivered,Credit Card,61,1,986,40,75,951
615,64,53,2025-09-13 20:29:00,Delivered,Debit Card,40,,901,35,0,936
616,91,46,2025-11-01 05:34:00,Delivered,Debit Card,60,4,630,20,30,620
617,211,6,2025-09-12 23:48:00,Delivered,UPI,58,5,1096,25,0,1121
618,233,46,2025-07-15 03:12:00,Delivered,UPI,40,,937,25,30,932
619,146,32,2025-12-04 08:19:00,Delivered,Cash,61,4,270,25,75,220
620,192,45,2025-11-04 10:21:00,Delivered,Cash,33,4,159,40,20,179
621,66,58,2025-07-19 23:11:00,Delivered,Debit Card,51,2,1140,20,50,1110
622,296,38,2025-11-18 08:53:00,Delivered,Debit Card,31,1,1801,40,0,1841
623,293,59,2025-01-13 23:46:00,Delivered,Cash,58,3,1575,25,0,1600
624,100,46,2025-05-06 23:49:00,Delivered,Cash,34,3,921,20,50,891
625,297,24,2025-02-26 14:59:00,Delivered,UPI,27,2,276,30,75,231
626,107,47,2025-02-21 15:50:00,Delivered,UPI,49,,786,35,20,801
627,161,53,2025-08-19 05:11:00,Delivered,Credit Card,60,5,416,30,20,426
628,280,10,2025-03-23 16:47:00,Delivered,UPI,30,5,333,30,0,363
629,112,1,2025-06-17 04:14:00,Delivered,Credit Card,35,2,753,40,50,743
630,151,37,2025-09-11 13:32:00,Cancelled,Credit Card,,,1806,30,20,1816
631,53,49,2025-10-28 09:10:00,Delivered,Cash,45,,1539,40,20,1559
632,220,9,2025-10-18 11:23:00,Cancelled,UPI,,,1902,40,20,1922
633,151,49,2025-11-27 16:22:00,Delivered,UPI,29,,725,25,50,700
634,191,13,2025-03-16 10:07:00,Delivered,UPI,63,4,1502,40,0,1542
635,270,23,2025-02-22 17:17:00,Delivered,UPI,54,,1397,25,0,1422
636,253,34,2025-01-24 08:26:00,Delivered,Cash,28,5,1124,40,0,1164
637,237,55,2025-03-09 12:02:00,Cancelled,UPI,,,1077,35,50,1062
638,155,12,2025-06-12 11:25:00,Delivered,Debit Card,49,4,786,30,30,786
639,53,2,2025-04-25 01:52:00,Delivered,UPI,38,,892,30,75,847
640,276,14,2025-12-19 01:16:00,Cancelled,UPI,,,1046,20,0,1066
641,169,30,2025-11-10 12:17:00,Delivered,Credit Card,55,2,2150,20,30,2140
642,271,26,2025-10-23 15:42:00,Delivered,Debit Card,38,,1096,20,0,1116
643,286,31,2025-12-04 20:47:00,Delivered,UPI,22,,428,25,20,433
644,198,31,2025-09-07 03:21:00,Delivered,Debit Card,37,2,428,30,20,438
645,232,46,2025-09-20 06:49:00,Delivered,UPI,35,3,614,20,50,584
646,57,26,2025-01-09 14:11:00,Delivered,Cash,60,3,1096,25,0,1121
647,204,27,2025-08-09 16:21:00,Delivered,Debit Card,41,4,991,25,30,986
648,142,47,2025-09-23 13:06:00,Delivered,Credit Card,25,1,247,20,30,237
649,52,8,2025-04-26 19:44:00,Delivered,Cash,43,3,731,30,50,711
650,148,30,2025-01-02 03:11:00,Delivered,Cash,65,2,1011,20,0,1031
651,96,33,2025-08-22 04:00:00,Delivered,Cash,39,3,861,20,30,851
652,181,34,2025-10-26 00:31:00,Delivered,Cash,25,1,776,20,0,796
653,172,59,2025-09-09 23:22:00,Rejected,Debit Card,,,907,30,0,937
654,171,45,2025-12-06 19:30:00,Delivered,UPI,27,,1020,35,0,1055
655,126,27,2025-12-23 13:23:00,Delivered,UPI,30,,2001,40,20,2021
656,270,21,2025-05-16 21:22:00,Cancelled,Cash,,,493,40,30,503
657,176,24,2025-08-10 14:36:00,Rejected,Debit Card,,,1791,25,20,1796
658,77,50,2025-05-29 19:35:00,Delivered,Debit Card,49,3,253,25,0,278
659,64,3,2025-09-08 09:00:00,Delivered,UPI,21,3,2085,25,50,2060
660,101,34,2025-10-27 02:18:00,Delivered,Cash,40,4,1552,40,0,1592
661,89,46,2025-08-12 21:56:00,Delivered,Credit Card,61,,1244,30,0,1274
662,44,47,2025-10-18 20:29:00,Delivered,Cash,45,5,1018,35,20,1033
663,216,39,2025-08-25 00:58:00,Delivered,Cash,23,,1972,40,30,1982
664,151,2,2025-07-21 04:25:00,Delivered,Cash,51,1,800,20,0,820
665,50,25,2025-10-17 15:44:00,Delivered,UPI,25,,906,25,30,901
666,254,18,2025-04-25 21:40:00,Delivered,Debit Card,58,1,754,25,30,749
667,62,48,2025-02-19 07:13:00,Delivered,UPI,50,1,430,35,0,465
668,121,48,2025-05-14 19:43:00,Delivered,UPI,45,1,1488,25,0,1513
669,262,47,2025-09-01 15:18:00,Delivered,UPI,55,3,1018,35,0,1053
670,15,22,2025-08-23 03:36:00,Delivered,Debit Card,20,5,703,35,0,738
